Year,Treatment,Station,Replicate,Source,Campaign,Date,Species,Fraction,biomass_g_m2,anpp_total,Pseudo_PercCover,Disturbed_Microplot,Fertilized_Microplot,Method,area_sampled,meantemp,annualprecip
1989,T7,NA,R5,MCSE Microplot (Table 154),NA,7/15/89,Panicum dichotomiflorum Michx.,NA,5.75,1120.95,0.512957759,undisturbed,fertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R5,MCSE Microplot (Table 154),NA,9/15/89,Amaranthus retroflexus L.,NA,535.8,1120.95,47.79874214,undisturbed,fertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R5,MCSE Microplot (Table 154),NA,7/15/89,Chenopodium album L.,NA,0.85,1120.95,0.075828538,undisturbed,fertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R5,MCSE Microplot (Table 154),NA,7/15/89,Panicum capillare L.,NA,0.55,1120.95,0.049065525,undisturbed,fertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R5,MCSE Microplot (Table 154),NA,7/15/89,Amaranthus retroflexus L.,NA,519,1120.95,46.30001338,undisturbed,fertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R5,MCSE Microplot (Table 154),NA,7/15/89,Stellaria media (L.) Vill.,NA,5.65,1120.95,0.504036755,undisturbed,fertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R3,MCSE Microplot (Table 154),NA,9/15/89,Amaranthus retroflexus L.,NA,444.75,912.7,48.72904569,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,9/15/89,Digitaria sanguinalis (L.) Scop.,NA,404.75,893.65,45.2917809,undisturbed,fertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,7/15/89,Mollugo verticillata L.,NA,28.15,893.65,3.150002798,undisturbed,fertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,7/15/89,Stellaria media (L.) Vill.,NA,35,893.65,3.916522128,undisturbed,fertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,9/15/89,Amaranthus retroflexus L.,NA,120.45,893.65,13.47843115,undisturbed,fertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,9/15/89,Chenopodium album L.,NA,36.65,893.65,4.101158172,undisturbed,fertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,7/15/89,Abutilon theophrasti Medikus,NA,116.8,893.65,13.06999385,undisturbed,fertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,7/15/89,Chenopodium album L.,NA,65.75,893.65,7.35746657,undisturbed,fertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,7/15/89,Digitaria sanguinalis (L.) Scop.,NA,86.1,893.65,9.634644436,undisturbed,fertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R1,MCSE Microplot (Table 154),NA,9/15/89,Chenopodium album L.,NA,32.9,962.3,3.418892237,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R1,MCSE Microplot (Table 154),NA,9/15/89,Abutilon theophrasti Medikus,NA,449.95,962.3,46.75776785,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R1,MCSE Microplot (Table 154),NA,9/15/89,Panicum dichotomiflorum Michx.,NA,106.4,962.3,11.05684298,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R1,MCSE Microplot (Table 154),NA,9/15/89,Amaranthus retroflexus L.,NA,83.85,962.3,8.713498909,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R1,MCSE Microplot (Table 154),NA,9/15/89,Veronica peregrina L.,NA,1.6,962.3,0.166268315,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R1,MCSE Microplot (Table 154),NA,7/15/89,Panicum dichotomiflorum Michx.,NA,3.45,962.3,0.358516055,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R1,MCSE Microplot (Table 154),NA,7/15/89,Amaranthus albus L.,NA,0.55,962.3,0.057154733,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R1,MCSE Microplot (Table 154),NA,7/15/89,Chenopodium album L.,NA,27.85,962.3,2.894107867,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R1,MCSE Microplot (Table 154),NA,7/15/89,Amaranthus retroflexus L.,NA,254.45,962.3,26.44185805,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R1,MCSE Microplot (Table 154),NA,7/15/89,Conyza bonariensis (L.) Cronq.,NA,0.3,962.3,0.031175309,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R1,MCSE Microplot (Table 154),NA,7/15/89,Lepidium virginicum L.,NA,0.05,962.3,0.005195885,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R1,MCSE Microplot (Table 154),NA,7/15/89,Conyza canadensis (L.) Cronq.,NA,0.95,962.3,0.098721812,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,9/15/89,Abutilon theophrasti Medikus,NA,3.35,918.65,0.364665542,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,9/15/89,Chenopodium album L.,NA,489.15,918.65,53.24661188,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,7/15/89,Panicum dichotomiflorum Michx.,NA,5.85,918.65,0.636804006,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,9/15/89,Apocynum cannabinum L.,NA,5.35,918.65,0.582376313,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,7/15/89,Trifolium hybridum L. (*),NA,0.25,918.65,0.027213846,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,7/15/89,Abutilon theophrasti Medikus,NA,5.85,918.65,0.636804006,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,7/15/89,Amaranthus retroflexus L.,NA,185.9,918.65,20.23621619,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,7/15/89,Polygonum convolvulus L.,NA,4.85,918.65,0.52794862,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,7/15/89,Chenopodium album L.,NA,123.75,918.65,13.47085397,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,7/15/89,Digitaria sanguinalis (L.) Scop.,NA,1.75,918.65,0.190496925,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R3,MCSE Microplot (Table 154),NA,7/15/89,Panicum capillare L.,NA,2.2,912.7,0.241043059,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R3,MCSE Microplot (Table 154),NA,7/15/89,Abutilon theophrasti Medikus,NA,251.4,912.7,27.54464775,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R3,MCSE Microplot (Table 154),NA,7/15/89,Amaranthus retroflexus L.,NA,80.6,912.7,8.830941164,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,7/15/89,Apocynum cannabinum L.,NA,2.1,918.65,0.22859631,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,9/15/89,Amaranthus retroflexus L.,NA,50.7,918.65,5.518968051,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,9/15/89,Amaranthus albus L.,NA,0.9,918.65,0.097969847,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,9/15/89,Panicum dichotomiflorum Michx.,NA,7.35,918.65,0.800087084,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R2,MCSE Microplot (Table 154),NA,9/15/89,Digitaria sanguinalis (L.) Scop.,NA,25.1,918.65,2.732270179,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R3,MCSE Microplot (Table 154),NA,9/15/89,Abutilon theophrasti Medikus,NA,57.35,912.7,6.283554289,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R3,MCSE Microplot (Table 154),NA,9/15/89,Panicum dichotomiflorum Michx.,NA,58.8,912.7,6.442423578,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R3,MCSE Microplot (Table 154),NA,9/15/89,Amaranthus albus L.,NA,2.7,912.7,0.295825572,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R3,MCSE Microplot (Table 154),NA,9/15/89,Chenopodium album L.,NA,9.65,912.7,1.057302509,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R3,MCSE Microplot (Table 154),NA,7/15/89,Panicum dichotomiflorum Michx.,NA,5.25,912.7,0.575216391,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R5,MCSE Microplot (Table 154),NA,7/15/89,Panicum dichotomiflorum Michx.,NA,1.3,382.75,0.339647289,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R5,MCSE Microplot (Table 154),NA,7/15/89,Amaranthus retroflexus L.,NA,217,382.75,56.69497061,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R5,MCSE Microplot (Table 154),NA,9/15/89,Conyza canadensis (L.) Cronq.,NA,1.55,382.75,0.404964076,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R4,MCSE Microplot (Table 154),NA,7/15/89,Abutilon theophrasti Medikus,NA,55.9,563.65,9.917501996,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R4,MCSE Microplot (Table 154),NA,9/15/89,Rumex acetosella L.,NA,12.6,563.65,2.235429788,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R4,MCSE Microplot (Table 154),NA,7/15/89,Panicum dichotomiflorum Michx.,NA,159.45,563.65,28.28883172,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R4,MCSE Microplot (Table 154),NA,7/15/89,Panicum capillare L.,NA,0.95,563.65,0.168544309,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R4,MCSE Microplot (Table 154),NA,9/15/89,Panicum dichotomiflorum Michx.,NA,334.75,563.65,59.38969218,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R5,MCSE Microplot (Table 154),NA,9/15/89,Amaranthus retroflexus L.,NA,152.55,382.75,39.85630307,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R5,MCSE Microplot (Table 154),NA,9/15/89,Panicum dichotomiflorum Michx.,NA,6.55,382.75,1.711299804,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R5,MCSE Microplot (Table 154),NA,9/15/89,Chenopodium album L.,NA,2.85,382.75,0.744611365,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R5,MCSE Microplot (Table 154),NA,9/15/89,Populus sp. (*),NA,0.1,382.75,0.026126715,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R5,MCSE Microplot (Table 154),NA,9/15/89,Stellaria media (L.) Vill.,NA,0.85,382.75,0.222077074,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,9/15/89,Amaranthus albus L.,NA,25.5,599.15,4.256029375,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,9/15/89,Mollugo verticillata L.,NA,5.9,599.15,0.984728365,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,7/15/89,Panicum capillare L.,NA,5.55,599.15,0.926312276,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,9/15/89,Digitaria sanguinalis (L.) Scop.,NA,286.45,599.15,47.80939665,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,9/15/89,Elymus repens (L.) Gould,NA,23.65,599.15,3.947258616,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,9/15/89,Panicum capillare L.,NA,4.45,599.15,0.742718852,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,7/15/89,Elymus repens (L.) Gould,NA,107.2,599.15,17.89201369,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,7/15/89,Capsella bursa-pastoris (L.) Medicus,NA,7.65,599.15,1.276808812,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1989,T7,NA,R6,MCSE Microplot (Table 154),NA,7/15/89,Abutilon theophrasti Medikus,NA,43.75,599.15,7.302011183,undisturbed,unfertilized,sorted_to_species,0.2,8.00630137,1048.76
1990,T7,NA,R5,MCSE Microplot (Table 154),NA,8/8/90,Conyza canadensis (L.) Cronq.,NA,440.8,448.2,98.34895136,undisturbed,fertilized,sorted_to_species,0.3,9.665753425,1018.74
1990,T7,NA,R6,MCSE Microplot (Table 154),NA,8/8/90,Polygonum aviculare L.,NA,9.733333333,887.5666667,1.096631239,undisturbed,fertilized,sorted_to_species,0.3,9.665753425,1018.74
1990,T7,NA,R6,MCSE Microplot (Table 154),NA,8/8/90,Conyza canadensis (L.) Cronq.,NA,535.1666667,887.5666667,60.29594021,undisturbed,fertilized,sorted_to_species,0.3,9.665753425,1018.74
1990,T7,NA,R5,MCSE Microplot (Table 154),NA,8/8/90,Digitaria sanguinalis (L.) Scop.,NA,0.3,364.9,0.082214305,undisturbed,unfertilized,sorted_to_species,0.3,9.665753425,1018.74
1990,T7,NA,R6,MCSE Microplot (Table 154),NA,8/8/90,Potentilla norvegica L.,NA,581.1,774.6166666,75.01775072,undisturbed,unfertilized,sorted_to_species,0.3,9.665753425,1018.74
1990,T7,NA,R6,MCSE Microplot (Table 154),NA,8/8/90,Panicum dichotomiflorum Michx.,NA,0.016666667,774.6166666,0.002151602,undisturbed,unfertilized,sorted_to_species,0.3,9.665753425,1018.74
1990,T7,NA,R6,MCSE Microplot (Table 154),NA,8/8/90,Oxalis stricta L.,NA,0.066666667,774.6166666,0.008606408,undisturbed,unfertilized,sorted_to_species,0.3,9.665753425,1018.74
1990,T7,NA,R6,MCSE Microplot (Table 154),NA,8/8/90,Unknown monocot (*),NA,0.166666667,774.6166666,0.021516019,undisturbed,unfertilized,sorted_to_species,0.3,9.665753425,1018.74
1990,T7,NA,R6,MCSE Microplot (Table 154),NA,8/8/90,Oxalis stricta L.,NA,0.8,887.5666667,0.090134074,undisturbed,fertilized,sorted_to_species,0.3,9.665753425,1018.74
1990,T7,NA,R6,MCSE Microplot (Table 154),NA,8/8/90,Panicum dichotomiflorum Michx.,NA,3.033333333,887.5666667,0.341758366,undisturbed,fertilized,sorted_to_species,0.3,9.665753425,1018.74
1990,T7,NA,R6,MCSE Microplot (Table 154),NA,8/8/90,Chenopodium album L.,NA,7.066666667,887.5666667,0.796184324,undisturbed,fertilized,sorted_to_species,0.3,9.665753425,1018.74
1990,T7,NA,R6,MCSE Microplot (Table 154),NA,8/8/90,Digitaria sanguinalis (L.) Scop.,NA,331.7666667,887.5666667,37.37935179,undisturbed,fertilized,sorted_to_species,0.3,9.665753425,1018.74
1990,T7,NA,R1,MCSE Microplot (Table 154),NA,8/8/90,Panicum dichotomiflorum Michx.,NA,13.3,414.0333334,3.212301747,undisturbed,unfertilized,sorted_to_species,0.3,9.665753425,1018.74
1990,T7,NA,R1,MCSE Microplot (Table 154),NA,8/8/90,Conyza canadensis (L.) Cronq.,NA,284.4666667,414.0333334,68.70622333,undisturbed,unfertilized,sorted_to_species,0.3,9.665753425,1018.74
